clinical_feature,MRI_feature,disease,rvalue,pvalue_r
PASAT,lh_lateralorbitofrontal_volume,MS,-0.014943517,0.832000591
PASAT,lh_lingual_volume,MS,0.191170244,0.006162892
PASAT,lh_medialorbitofrontal_volume,MS,0.019437322,0.782593665
PASAT,lh_middletemporal_volume,MS,0.138329212,0.048485113
PASAT,lh_paracentral_volume,MS,-0.0258843,0.713252359
PASAT,lh_parahippocampal_volume,MS,-0.102637997,0.144065808
PASAT,lh_parsopercularis_volume,MS,-0.030151202,0.668580915
PASAT,lh_parsorbitalis_volume,MS,-0.072477778,0.302923537
PASAT,lh_parstriangularis_volume,MS,0.040887853,0.561476554
PASAT,lh_pericalcarine_volume,MS,0.012172974,0.862806374
PASAT,lh_postcentral_volume,MS,-0.009631092,0.89125417
PASAT,lh_posteriorcingulate_volume,MS,0.141892678,0.042925515
PASAT,lh_precentral_volume,MS,0.019234007,0.784811889
PASAT,lh_precuneus_volume,MS,0.095339275,0.17495871
PASAT,lh_rostralanteriorcingulate_volume,MS,0.000139309,0.998422181
PASAT,lh_rostralmiddlefrontal_volume,MS,0.031276722,0.656981418
PASAT,lh_superiorfrontal_volume,MS,-0.00725535,0.917969545
PASAT,lh_superiorparietal_volume,MS,0.199151611,0.004295066
PASAT,lh_superiortemporal_volume,MS,0.076342987,0.277797507
PASAT,lh_supramarginal_volume,MS,0.127823643,0.068462676
PASAT,lh_temporalpole_volume,MS,-0.08747057,0.21348535
PASAT,lh_transversetemporal_volume,MS,-0.069719842,0.321741305
PASAT,rh_bankssts_volume,MS,0.188993608,0.006784867
PASAT,rh_caudalanteriorcingulate_volume,MS,0.039058232,0.579136208
PASAT,rh_caudalmiddlefrontal_volume,MS,0.132667368,0.058544918
PASAT,rh_cuneus_volume,MS,0.030766682,0.662227885
PASAT,rh_entorhinal_volume,MS,-0.006533711,0.92610407
PASAT,rh_frontalpole_volume,MS,-0.070067094,0.319331147
PASAT,rh_fusiform_volume,MS,0.204156966,0.003401215
PASAT,rh_inferiorparietal_volume,MS,0.158454562,0.023598919
PASAT,rh_inferiortemporal_volume,MS,0.1645261,0.018697371
PASAT,rh_insula_volume,MS,0.060417658,0.390661303
PASAT,rh_isthmuscingulate_volume,MS,0.185247608,0.007987318
PASAT,rh_lateraloccipital_volume,MS,0.081734995,0.24516181
PASAT,rh_lateralorbitofrontal_volume,MS,0.058595609,0.405134894
PASAT,rh_lingual_volume,MS,0.057954575,0.410301699
PASAT,rh_medialorbitofrontal_volume,MS,0.121164204,0.084292955
PASAT,rh_middletemporal_volume,MS,0.087349226,0.214123611
PASAT,rh_paracentral_volume,MS,-0.124465462,0.07611243
PASAT,rh_parahippocampal_volume,MS,-0.130824951,0.062167948
PASAT,rh_parsopercularis_volume,MS,0.021453748,0.760691406
PASAT,rh_parsorbitalis_volume,MS,0.022583159,0.748505267
PASAT,rh_parstriangularis_volume,MS,0.05199368,0.460177393
PASAT,rh_pericalcarine_volume,MS,-0.018051323,0.797749255
PASAT,rh_postcentral_volume,MS,0.062380851,0.375420597
PASAT,rh_posteriorcingulate_volume,MS,0.172108623,0.013835992
PASAT,rh_precentral_volume,MS,0.076020483,0.279838441
PASAT,rh_precuneus_volume,MS,0.10392737,0.13906892
PASAT,rh_rostralanteriorcingulate_volume,MS,-0.048479653,0.491088784
PASAT,rh_rostralmiddlefrontal_volume,MS,0.039622136,0.573665838
PASAT,rh_superiorfrontal_volume,MS,0.105937781,0.131543445
PASAT,rh_superiorparietal_volume,MS,0.102747714,0.143635358
PASAT,rh_superiortemporal_volume,MS,0.0688014,0.328172569
PASAT,rh_supramarginal_volume,MS,0.148054595,0.034574305
PASAT,rh_temporalpole_volume,MS,0.061799148,0.379898013
PASAT,rh_transversetemporal_volume,MS,0.098441645,0.161276016
PASAT,Brainstem,MS,0.265054508,0.000127507
PASAT,cerebellum_total,MS,0.047102046,0.503502309
PASAT,GMV,MS,0.088435933,0.208456088
PASAT,mean_thickness,MS,0.006600799,0.925347494
PASAT,sGMV,MS,0.212316165,0.002298477
PASAT,TCV,MS,-0.044536526,0.527051055
PASAT,total_surface_arrea,MS,0.192883046,0.005709829
PASAT,CSF,MS,-0.150585175,0.031567524
PASAT,WMV,MS,0.269356225,9.79E-05
PASAT,lh.accumbens.area.volume,NMOSD,-0.015802497,0.820347462
PASAT,lh.amygdala.volume,NMOSD,0.08344704,0.229657722
PASAT,lh.caudate.volume,NMOSD,0.01937488,0.780670263
PASAT,lh.hippocampus.volume,NMOSD,-0.002494606,0.97140367
PASAT,lh.pallidum.volume,NMOSD,-0.05412027,0.436400502
PASAT,lh.putamen.volume,NMOSD,-0.041617833,0.54963115
PASAT,lh.thalamus.volume,NMOSD,-0.010369939,0.881536776
PASAT,lh.ventraldc.volume,NMOSD,0.03420506,0.622949081
PASAT,rh.accumbens.area.volume,NMOSD,0.045184599,0.515924515
PASAT,rh.amygdala.volume,NMOSD,0.102876393,0.138265075
PASAT,rh.caudate.volume,NMOSD,0.018647536,0.788706397
PASAT,rh.hippocampus.volume,NMOSD,0.009688922,0.889264979
PASAT,rh.pallidum.volume,NMOSD,0.013090124,0.850786638
PASAT,rh.putamen.volume,NMOSD,-0.027772052,0.68977164
PASAT,rh.thalamus.volume,NMOSD,-0.001853411,0.978751831
PASAT,rh.ventraldc.volume,NMOSD,0.008224736,0.90591512
PASAT,lh_bankssts_thickness,NMOSD,-0.086062903,0.215332448
PASAT,lh_caudalanteriorcingulate_thickness,NMOSD,0.121152355,0.080564975
PASAT,lh_caudalmiddlefrontal_thickness,NMOSD,0.000690675,0.992081057
PASAT,lh_cuneus_thickness,NMOSD,-0.067273924,0.333128325
PASAT,lh_entorhinal_thickness,NMOSD,0.100652816,0.147036484
PASAT,lh_frontalpole_thickness,NMOSD,0.068392795,0.325132251
PASAT,lh_fusiform_thickness,NMOSD,0.006290189,0.927975934
PASAT,lh_inferiorparietal_thickness,NMOSD,0.061956926,0.372829628
PASAT,lh_inferiortemporal_thickness,NMOSD,0.123433713,0.074982127
PASAT,lh_insula_thickness,NMOSD,-0.01418067,0.838518931
PASAT,lh_isthmuscingulate_thickness,NMOSD,-0.031929761,0.646268751
PASAT,lh_lateraloccipital_thickness,NMOSD,0.047845241,0.491492832
PASAT,lh_lateralorbitofrontal_thickness,NMOSD,0.051659459,0.457572938
PASAT,lh_lingual_thickness,NMOSD,-0.050448565,0.468197803
PASAT,lh_medialorbitofrontal_thickness,NMOSD,-0.017186216,0.804918756
PASAT,lh_middletemporal_thickness,NMOSD,0.069080935,0.320276506
PASAT,lh_paracentral_thickness,NMOSD,0.019862175,0.775299261
PASAT,lh_parahippocampal_thickness,NMOSD,-0.011114041,0.873105472
PASAT,lh_parsopercularis_thickness,NMOSD,0.015941179,0.818797915
PASAT,lh_parsorbitalis_thickness,NMOSD,0.041933013,0.546609774
PASAT,lh_parstriangularis_thickness,NMOSD,-0.072758913,0.295125751
PASAT,lh_pericalcarine_thickness,NMOSD,-0.120866435,0.081287709
PASAT,lh_postcentral_thickness,NMOSD,-0.032800387,0.637303218
PASAT,lh_posteriorcingulate_thickness,NMOSD,-0.004018033,0.953955823
PASAT,lh_precentral_thickness,NMOSD,0.093823315,0.17661995
PASAT,lh_precuneus_thickness,NMOSD,0.132964176,0.054953619
PASAT,lh_rostralanteriorcingulate_thickness,NMOSD,0.022305627,0.748532763
PASAT,lh_rostralmiddlefrontal_thickness,NMOSD,0.007933768,0.909229023
PASAT,lh_superiorfrontal_thickness,NMOSD,0.020347917,0.769955982
PASAT,lh_superiorparietal_thickness,NMOSD,0.071750479,0.301887162
PASAT,lh_superiortemporal_thickness,NMOSD,0.021009967,0.762690733
PASAT,lh_supramarginal_thickness,NMOSD,0.046973815,0.499426279
PASAT,lh_temporalpole_thickness,NMOSD,0.082281648,0.236251846
PASAT,lh_transversetemporal_thickness,NMOSD,-0.084866504,0.221802944
PASAT,rh_bankssts_thickness,NMOSD,-0.022923498,0.74181035
PASAT,rh_caudalanteriorcingulate_thickness,NMOSD,-0.034862817,0.616275717
PASAT,rh_caudalmiddlefrontal_thickness,NMOSD,0.024913713,0.720291776
PASAT,rh_cuneus_thickness,NMOSD,0.059795301,0.389769165
PASAT,rh_entorhinal_thickness,NMOSD,0.061852129,0.373640281
PASAT,rh_frontalpole_thickness,NMOSD,-0.009213052,0.894671434
PASAT,rh_fusiform_thickness,NMOSD,0.064560105,0.353041303
PASAT,rh_inferiorparietal_thickness,NMOSD,0.037413968,0.590693099
PASAT,rh_inferiortemporal_thickness,NMOSD,0.073653065,0.289215461
PASAT,rh_insula_thickness,NMOSD,0.016380491,0.813893965
PASAT,rh_isthmuscingulate_thickness,NMOSD,-0.031849223,0.647100724
PASAT,rh_lateraloccipital_thickness,NMOSD,0.112520415,0.104784445
PASAT,rh_lateralorbitofrontal_thickness,NMOSD,0.062850456,0.36596181
PASAT,rh_lingual_thickness,NMOSD,0.043527688,0.531449287
PASAT,rh_medialorbitofrontal_thickness,NMOSD,0.027147106,0.696403932
PASAT,rh_middletemporal_thickness,NMOSD,0.057413432,0.408963051
PASAT,rh_paracentral_thickness,NMOSD,0.095375388,0.169537896
PASAT,rh_parahippocampal_thickness,NMOSD,0.07373502,0.288677727
PASAT,rh_parsopercularis_thickness,NMOSD,0.005717619,0.934516622
PASAT,rh_parsorbitalis_thickness,NMOSD,-0.059023264,0.395930087
PASAT,rh_parstriangularis_thickness,NMOSD,-0.053958182,0.437777608
PASAT,rh_pericalcarine_thickness,NMOSD,-0.081194701,0.242520887
PASAT,rh_postcentral_thickness,NMOSD,0.035870818,0.606109869
PASAT,rh_posteriorcingulate_thickness,NMOSD,-0.053087408,0.445218066
PASAT,rh_precentral_thickness,NMOSD,0.07568238,0.276097273
PASAT,rh_precuneus_thickness,NMOSD,0.112107231,0.106074005
PASAT,rh_rostralanteriorcingulate_thickness,NMOSD,0.070043408,0.313564352
PASAT,rh_rostralmiddlefrontal_thickness,NMOSD,0.049673698,0.475067324
PASAT,rh_superiorfrontal_thickness,NMOSD,0.045556896,0.512468612
PASAT,rh_superiorparietal_thickness,NMOSD,0.066968368,0.335333724
PASAT,rh_superiortemporal_thickness,NMOSD,0.065512273,0.345971163
PASAT,rh_supramarginal_thickness,NMOSD,0.054735914,0.431192617
PASAT,rh_temporalpole_thickness,NMOSD,0.037122749,0.593588763
PASAT,rh_transversetemporal_thickness,NMOSD,-0.011714075,0.866316955
PASAT,lh_bankssts_area,NMOSD,-0.064564595,0.353007754
PASAT,lh_caudalanteriorcingulate_area,NMOSD,0.09074561,0.191306519
PASAT,lh_caudalmiddlefrontal_area,NMOSD,-0.02469335,0.722663937
PASAT,lh_cuneus_area,NMOSD,0.166352637,0.016070675
PASAT,lh_entorhinal_area,NMOSD,0.045163747,0.516118429
PASAT,lh_frontalpole_area,NMOSD,0.001504948,0.982746045
PASAT,lh_fusiform_area,NMOSD,0.015236835,0.826674976
PASAT,lh_inferiorparietal_area,NMOSD,0.023326062,0.737440918
PASAT,lh_inferiortemporal_area,NMOSD,-0.036243729,0.60236796
PASAT,lh_insula_area,NMOSD,0.036566854,0.599134012
PASAT,lh_isthmuscingulate_area,NMOSD,0.12885805,0.062961049
PASAT,lh_lateraloccipital_area,NMOSD,0.075890698,0.274773808
PASAT,lh_lateralorbitofrontal_area,NMOSD,-0.101361256,0.144197187
PASAT,lh_lingual_area,NMOSD,0.215822924,0.001698296
PASAT,lh_medialorbitofrontal_area,NMOSD,-0.06537572,0.346979575
PASAT,lh_middletemporal_area,NMOSD,-0.055100438,0.42812595
PASAT,lh_paracentral_area,NMOSD,-0.018094667,0.794829842
PASAT,lh_parahippocampal_area,NMOSD,0.019835312,0.77559508
PASAT,lh_parsopercularis_area,NMOSD,0.015100058,0.828206669
PASAT,lh_parsorbitalis_area,NMOSD,-0.033881372,0.626244476
PASAT,lh_parstriangularis_area,NMOSD,0.069547834,0.317008854
PASAT,lh_pericalcarine_area,NMOSD,0.15398396,0.02600998
PASAT,lh_postcentral_area,NMOSD,0.023293193,0.737797365
PASAT,lh_posteriorcingulate_area,NMOSD,0.057015186,0.412225877
PASAT,lh_precentral_area,NMOSD,0.035391376,0.610935839
PASAT,lh_precuneus_area,NMOSD,0.038691628,0.578065921
PASAT,lh_rostralanteriorcingulate_area,NMOSD,0.011450574,0.869296909
PASAT,lh_rostralmiddlefrontal_area,NMOSD,-0.040395256,0.561427735
PASAT,lh_superiorfrontal_area,NMOSD,-0.048262405,0.487718888
PASAT,lh_superiorparietal_area,NMOSD,0.11864463,0.087083482
PASAT,lh_superiortemporal_area,NMOSD,0.045575097,0.512299965
PASAT,lh_supramarginal_area,NMOSD,0.111199707,0.108950257
PASAT,lh_temporalpole_area,NMOSD,0.066440559,0.3391652
PASAT,lh_transversetemporal_area,NMOSD,0.045606389,0.512010089
PASAT,rh_bankssts_area,NMOSD,-0.038981372,0.575219999
PASAT,rh_caudalanteriorcingulate_area,NMOSD,-0.014163476,0.838712057
PASAT,rh_caudalmiddlefrontal_area,NMOSD,0.06117109,0.378934742
PASAT,rh_cuneus_area,NMOSD,0.036023408,0.60457748
PASAT,rh_entorhinal_area,NMOSD,0.087037404,0.210162696
PASAT,rh_frontalpole_area,NMOSD,-0.062772903,0.366554771
PASAT,rh_fusiform_area,NMOSD,0.065863039,0.343389343
PASAT,rh_inferiorparietal_area,NMOSD,0.04576389,0.510552362
PASAT,rh_inferiortemporal_area,NMOSD,-0.017416729,0.802355637
PASAT,rh_insula_area,NMOSD,0.105127126,0.129799969
PASAT,rh_isthmuscingulate_area,NMOSD,-0.011930533,0.863870418
PASAT,rh_lateraloccipital_area,NMOSD,0.13419441,0.052725553
PASAT,rh_lateralorbitofrontal_area,NMOSD,-0.180941908,0.008745761
PASAT,rh_lingual_area,NMOSD,0.143789826,0.037793774
PASAT,rh_medialorbitofrontal_area,NMOSD,-0.00276225,0.968337115
PASAT,rh_middletemporal_area,NMOSD,-0.053163378,0.444566091
PASAT,rh_paracentral_area,NMOSD,0.037178175,0.59303715
PASAT,rh_parahippocampal_area,NMOSD,0.005580441,0.936084328
PASAT,rh_parsopercularis_area,NMOSD,-0.01519083,0.827190092
PASAT,rh_parsorbitalis_area,NMOSD,-0.099558464,0.151505576
PASAT,rh_parstriangularis_area,NMOSD,-0.035716819,0.607658146
PASAT,rh_pericalcarine_area,NMOSD,0.140950668,0.04178519
PASAT,rh_postcentral_area,NMOSD,0.104313317,0.132813406
PASAT,rh_posteriorcingulate_area,NMOSD,-0.031685942,0.64878879
PASAT,rh_precentral_area,NMOSD,0.043987495,0.527117579
PASAT,rh_precuneus_area,NMOSD,0.044569807,0.521657566
PASAT,rh_rostralanteriorcingulate_area,NMOSD,-0.004847254,0.944467408
PASAT,rh_rostralmiddlefrontal_area,NMOSD,-0.088743948,0.201325389
PASAT,rh_superiorfrontal_area,NMOSD,-0.068563729,0.323921668
PASAT,rh_superiorparietal_area,NMOSD,0.096281454,0.165502487
PASAT,rh_superiortemporal_area,NMOSD,-0.028768666,0.679243951
PASAT,rh_supramarginal_area,NMOSD,0.040191678,0.563403793
PASAT,rh_temporalpole_area,NMOSD,0.060057381,0.387690975
PASAT,rh_transversetemporal_area,NMOSD,0.108373626,0.11830051
PASAT,lh_bankssts_volume,NMOSD,-0.014838252,0.831140289
PASAT,lh_caudalanteriorcingulate_volume,NMOSD,0.127327172,0.066181459
PASAT,lh_caudalmiddlefrontal_volume,NMOSD,0.022250449,0.749134034
PASAT,lh_cuneus_volume,NMOSD,0.108867191,0.116623962
PASAT,lh_entorhinal_volume,NMOSD,0.105848361,0.127173616
PASAT,lh_frontalpole_volume,NMOSD,0.012313389,0.859546325
PASAT,lh_fusiform_volume,NMOSD,0.072150944,0.299189946
PASAT,lh_inferiorparietal_volume,NMOSD,0.011003267,0.874359751
PASAT,lh_inferiortemporal_volume,NMOSD,0.038469004,0.580257033
PASAT,lh_insula_volume,NMOSD,0.083217946,0.230943632
PASAT,lh_isthmuscingulate_volume,NMOSD,0.110007348,0.112821917
PASAT,lh_lateraloccipital_volume,NMOSD,0.108681133,0.117253778
PASAT,lh_lateralorbitofrontal_volume,NMOSD,-0.074008763,0.286886481
PASAT,lh_lingual_volume,NMOSD,0.173662403,0.011913768
PASAT,lh_medialorbitofrontal_volume,NMOSD,0.025636651,0.712528362
PASAT,lh_middletemporal_volume,NMOSD,-0.003138444,0.964027637
PASAT,lh_paracentral_volume,NMOSD,0.063979381,0.357397581
PASAT,lh_parahippocampal_volume,NMOSD,-0.001468746,0.983161039
PASAT,lh_parsopercularis_volume,NMOSD,0.017762379,0.798516254
PASAT,lh_parsorbitalis_volume,NMOSD,0.022369121,0.747841061
PASAT,lh_parstriangularis_volume,NMOSD,0.047457264,0.495016644
PASAT,lh_pericalcarine_volume,NMOSD,0.091859929,0.185889371
PASAT,lh_postcentral_volume,NMOSD,0.075354469,0.278189259
PASAT,lh_posteriorcingulate_volume,NMOSD,0.038355444,0.581376199
PASAT,lh_precentral_volume,NMOSD,0.047336066,0.496120172
PASAT,lh_precuneus_volume,NMOSD,0.078046234,0.261331897
PASAT,lh_rostralanteriorcingulate_volume,NMOSD,0.002156398,0.975279303
PASAT,lh_rostralmiddlefrontal_volume,NMOSD,0.029769849,0.668730164
PASAT,lh_superiorfrontal_volume,NMOSD,0.023713703,0.733241415
PASAT,lh_superiorparietal_volume,NMOSD,0.049441015,0.477140828
PASAT,lh_superiortemporal_volume,NMOSD,0.018177849,0.793907724
PASAT,lh_supramarginal_volume,NMOSD,0.110927249,0.109825617
PASAT,lh_temporalpole_volume,NMOSD,0.053188858,0.444347543
PASAT,lh_transversetemporal_volume,NMOSD,0.050508525,0.467668519
PASAT,rh_bankssts_volume,NMOSD,-0.039364763,0.571464392
PASAT,rh_caudalanteriorcingulate_volume,NMOSD,-0.073713157,0.288821111
PASAT,rh_caudalmiddlefrontal_volume,NMOSD,0.055243124,0.426929003
PASAT,rh_cuneus_volume,NMOSD,0.078267151,0.259980207
PASAT,rh_entorhinal_volume,NMOSD,0.146250807,0.034599241
PASAT,rh_frontalpole_volume,NMOSD,-0.069420186,0.317900051
PASAT,rh_fusiform_volume,NMOSD,0.098677151,0.155178731
PASAT,rh_inferiorparietal_volume,NMOSD,0.070969889,0.307190642
PASAT,rh_inferiortemporal_volume,NMOSD,-0.052530515,0.4500138
PASAT,rh_insula_volume,NMOSD,0.119349511,0.085209928
PASAT,rh_isthmuscingulate_volume,NMOSD,0.001946747,0.977682061
PASAT,rh_lateraloccipital_volume,NMOSD,0.177357701,0.010197696
PASAT,rh_lateralorbitofrontal_volume,NMOSD,-0.066614361,0.337900466
PASAT,rh_lingual_volume,NMOSD,0.129401875,0.061848462
PASAT,rh_medialorbitofrontal_volume,NMOSD,0.080600218,0.245998316
PASAT,rh_middletemporal_volume,NMOSD,0.054968225,0.429236771
PASAT,rh_paracentral_volume,NMOSD,0.100526843,0.147545775
PASAT,rh_parahippocampal_volume,NMOSD,0.04598362,0.508522276
PASAT,rh_parsopercularis_volume,NMOSD,-0.033109374,0.634133869
PASAT,rh_parsorbitalis_volume,NMOSD,-0.104289376,0.132902865
PASAT,rh_parstriangularis_volume,NMOSD,-0.02400127,0.730131166
PASAT,rh_pericalcarine_volume,NMOSD,0.075314491,0.278445042
PASAT,rh_postcentral_volume,NMOSD,0.115104866,0.096996472
PASAT,rh_posteriorcingulate_volume,NMOSD,-0.042752728,0.538790285
PASAT,rh_precentral_volume,NMOSD,0.082641176,0.234203507
PASAT,rh_precuneus_volume,NMOSD,0.095749267,0.167863936
PASAT,rh_rostralanteriorcingulate_volume,NMOSD,0.044536967,0.52196471
PASAT,rh_rostralmiddlefrontal_volume,NMOSD,-0.016910285,0.807989631
PASAT,rh_superiorfrontal_volume,NMOSD,-0.006374008,0.927018835
PASAT,rh_superiorparietal_volume,NMOSD,0.076890661,0.268480855
PASAT,rh_superiortemporal_volume,NMOSD,0.043132369,0.535187748
PASAT,rh_supramarginal_volume,NMOSD,0.033969325,0.625348304
PASAT,rh_temporalpole_volume,NMOSD,0.039936384,0.565886525
PASAT,rh_transversetemporal_volume,NMOSD,0.119140717,0.08576149
PASAT,Brainstem,NMOSD,-0.015891685,0.819350842
PASAT,cerebellum_total,NMOSD,0.029834002,0.668058639
PASAT,GMV,NMOSD,0.073486886,0.290307858
PASAT,mean_thickness,NMOSD,0.059584873,0.391442639
PASAT,sGMV,NMOSD,-0.018708106,0.788036316
PASAT,TCV,NMOSD,-0.004722719,0.945891944
PASAT,total_surface_arrea,NMOSD,0.029732878,0.669117285
PASAT,CSF,NMOSD,0.05535313,0.426007524
PASAT,WMV,NMOSD,0.038587315,0.57909211
Pre_UPDRS_III_med_off,lh.accumbens.area.volume,PD,-0.106424976,0.004018358
Pre_UPDRS_III_med_off,lh.amygdala.volume,PD,-0.087911498,0.017590106
Pre_UPDRS_III_med_off,lh.caudate.volume,PD,0.006975219,0.850868805
Pre_UPDRS_III_med_off,lh.hippocampus.volume,PD,-0.04026868,0.277554641
Pre_UPDRS_III_med_off,lh.pallidum.volume,PD,0.035490489,0.338617586
Pre_UPDRS_III_med_off,lh.putamen.volume,PD,-0.012981431,0.726404804
Pre_UPDRS_III_med_off,lh.thalamus.volume,PD,0.048776365,0.188346962
Pre_UPDRS_III_med_off,lh.ventraldc.volume,PD,0.000955737,0.979448272
Pre_UPDRS_III_med_off,rh.accumbens.area.volume,PD,-0.098363931,0.007867209
Pre_UPDRS_III_med_off,rh.amygdala.volume,PD,-0.097530161,0.008411746
Pre_UPDRS_III_med_off,rh.caudate.volume,PD,-0.005014315,0.892489313
Pre_UPDRS_III_med_off,rh.hippocampus.volume,PD,-0.035737754,0.335260885
Pre_UPDRS_III_med_off,rh.pallidum.volume,PD,-0.013222375,0.721535736
Pre_UPDRS_III_med_off,rh.putamen.volume,PD,-0.02179694,0.556816066
Pre_UPDRS_III_med_off,rh.thalamus.volume,PD,-0.002338446,0.949742798
Pre_UPDRS_III_med_off,rh.ventraldc.volume,PD,-0.011816344,0.750101955
Pre_UPDRS_III_med_off,lh_bankssts_thickness,PD,-0.033621289,0.36468539
Pre_UPDRS_III_med_off,lh_caudalanteriorcingulate_thickness,PD,0.005117229,0.890296539
Pre_UPDRS_III_med_off,lh_caudalmiddlefrontal_thickness,PD,-0.049542059,0.181496744
Pre_UPDRS_III_med_off,lh_cuneus_thickness,PD,0.024120702,0.515539813
Pre_UPDRS_III_med_off,lh_entorhinal_thickness,PD,-0.094289895,0.010861134
Pre_UPDRS_III_med_off,lh_frontalpole_thickness,PD,-0.073066375,0.048604676
Pre_UPDRS_III_med_off,lh_fusiform_thickness,PD,-0.099765244,0.00702267
Pre_UPDRS_III_med_off,lh_inferiorparietal_thickness,PD,-0.016459781,0.657272863
Pre_UPDRS_III_med_off,lh_inferiortemporal_thickness,PD,-0.059786187,0.10676625
Pre_UPDRS_III_med_off,lh_insula_thickness,PD,-0.090293622,0.014739084
Pre_UPDRS_III_med_off,lh_isthmuscingulate_thickness,PD,-0.014544579,0.695020926
Pre_UPDRS_III_med_off,lh_lateraloccipital_thickness,PD,-0.039527336,0.286503567
Pre_UPDRS_III_med_off,lh_lateralorbitofrontal_thickness,PD,-0.041255149,0.265944211
Pre_UPDRS_III_med_off,lh_lingual_thickness,PD,-0.028859074,0.436557274
Pre_UPDRS_III_med_off,lh_medialorbitofrontal_thickness,PD,-0.037269274,0.314948505
Pre_UPDRS_III_med_off,lh_middletemporal_thickness,PD,-0.042004446,0.257351271
Pre_UPDRS_III_med_off,lh_paracentral_thickness,PD,-0.027911744,0.451768193
Pre_UPDRS_III_med_off,lh_parahippocampal_thickness,PD,-0.008346551,0.82199944
Pre_UPDRS_III_med_off,lh_parsopercularis_thickness,PD,-0.04523821,0.22247994
Pre_UPDRS_III_med_off,lh_parsorbitalis_thickness,PD,-0.048736855,0.188705533
Pre_UPDRS_III_med_off,lh_parstriangularis_thickness,PD,-0.076649643,0.038542942
Pre_UPDRS_III_med_off,lh_pericalcarine_thickness,PD,0.093820441,0.011264101
Pre_UPDRS_III_med_off,lh_postcentral_thickness,PD,-0.036241584,0.328487662
Pre_UPDRS_III_med_off,lh_posteriorcingulate_thickness,PD,-0.010074986,0.78595673
Pre_UPDRS_III_med_off,lh_precentral_thickness,PD,-0.030375051,0.412838924
Pre_UPDRS_III_med_off,lh_precuneus_thickness,PD,-0.043279722,0.243172364
Pre_UPDRS_III_med_off,lh_rostralanteriorcingulate_thickness,PD,-0.079133688,0.032655454
Pre_UPDRS_III_med_off,lh_rostralmiddlefrontal_thickness,PD,-0.046281579,0.211984498
Pre_UPDRS_III_med_off,lh_superiorfrontal_thickness,PD,-0.041511595,0.262981368
Pre_UPDRS_III_med_off,lh_superiorparietal_thickness,PD,0.027625568,0.456421353
Pre_UPDRS_III_med_off,lh_superiortemporal_thickness,PD,-0.066569264,0.072450214
Pre_UPDRS_III_med_off,lh_supramarginal_thickness,PD,-0.050519544,0.173022133
Pre_UPDRS_III_med_off,lh_temporalpole_thickness,PD,-0.119417279,0.001236606
Pre_UPDRS_III_med_off,lh_transversetemporal_thickness,PD,-0.009297212,0.802123864
Pre_UPDRS_III_med_off,rh_bankssts_thickness,PD,-0.02457247,0.507703249
Pre_UPDRS_III_med_off,rh_caudalanteriorcingulate_thickness,PD,-0.06193111,0.094746439
Pre_UPDRS_III_med_off,rh_caudalmiddlefrontal_thickness,PD,-0.072307371,0.050997145
Pre_UPDRS_III_med_off,rh_cuneus_thickness,PD,0.067655426,0.067902399
Pre_UPDRS_III_med_off,rh_entorhinal_thickness,PD,-0.061381103,0.097720292
Pre_UPDRS_III_med_off,rh_frontalpole_thickness,PD,-0.068869423,0.063099388
Pre_UPDRS_III_med_off,rh_fusiform_thickness,PD,-0.070387034,0.057492842
Pre_UPDRS_III_med_off,rh_inferiorparietal_thickness,PD,0.025314904,0.494961492
Pre_UPDRS_III_med_off,rh_inferiortemporal_thickness,PD,-0.100631508,0.006542148
Pre_UPDRS_III_med_off,rh_insula_thickness,PD,-0.072337923,0.050898976
Pre_UPDRS_III_med_off,rh_isthmuscingulate_thickness,PD,-0.019913053,0.591417498
Pre_UPDRS_III_med_off,rh_lateraloccipital_thickness,PD,-0.025541049,0.491114514
Pre_UPDRS_III_med_off,rh_lateralorbitofrontal_thickness,PD,-0.097442171,0.008471131
Pre_UPDRS_III_med_off,rh_lingual_thickness,PD,-0.033587503,0.365167787
Pre_UPDRS_III_med_off,rh_medialorbitofrontal_thickness,PD,-0.078844745,0.033298191
Pre_UPDRS_III_med_off,rh_middletemporal_thickness,PD,-0.093445423,0.011595469
Pre_UPDRS_III_med_off,rh_paracentral_thickness,PD,-0.037351285,0.313884058
Pre_UPDRS_III_med_off,rh_parahippocampal_thickness,PD,-0.012333758,0.739547476
Pre_UPDRS_III_med_off,rh_parsopercularis_thickness,PD,-0.058991391,0.111514994
Pre_UPDRS_III_med_off,rh_parsorbitalis_thickness,PD,-0.015728262,0.671594566
Pre_UPDRS_III_med_off,rh_parstriangularis_thickness,PD,-0.075094791,0.04266828
Pre_UPDRS_III_med_off,rh_pericalcarine_thickness,PD,0.102186258,0.005753189
Pre_UPDRS_III_med_off,rh_postcentral_thickness,PD,-0.025407775,0.493379716
Pre_UPDRS_III_med_off,rh_posteriorcingulate_thickness,PD,-0.005569178,0.880677089
Pre_UPDRS_III_med_off,rh_precentral_thickness,PD,-0.057783484,0.119048609
Pre_UPDRS_III_med_off,rh_precuneus_thickness,PD,-0.007604117,0.837601975
Pre_UPDRS_III_med_off,rh_rostralanteriorcingulate_thickness,PD,-0.056460158,0.127752866
Pre_UPDRS_III_med_off,rh_rostralmiddlefrontal_thickness,PD,-0.06422545,0.083113305
